customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
CUST107006,male,0.0,33.0,No,Fiber optic,Two year,83.26,3239.71,Electronic check,no
CUST109673,Male,0.0,5.0,,,Month-to-month,101.36,570.69,Mailed check,No
CUST107780,Male,1.0,27.0,No,DSL,Month-to-month,,,Credit card,Yes
CUST102463,,0.0,14.0,Yes,,Month-to-month,41.47,499.45,,No
CUST107439,male,1.0,65.0,,Fiber optic,Two year,112.17,8164.84,Bank transfer,no
CUST101788,male,0.0,4.0,,Fiber optic,One year,58.08,242.67,Electronic check,No
CUST100250,,0.0,19.0,yes,dsl,month-to-month,35.59,708.45,,No
CUST109455,FEMALE,,4.0,yes,No,One year,32.14,147.09,Mailed check,yes
CUST107487,FEMALE,0.0,70.0,Yes,dsl,One year,63.05,4197.43,,Yes
CUST108903,,0.0,52.0,,No,One year,32.35,1675.02,,Yes
CUST100192,male,0.0,28.0,yes,DSL,Two year,45.68,1313.72,,No
CUST100820,,0.0,47.0,,,month-to-month,76.37,4239.65,,no
CUST109821,Female,0.0,3.0,No,Fiber optic,month-to-month,49.68,143.36,Mailed check,Yes
CUST109800,Female,,3.0,yes,DSL,Month-to-month,91.04,303.47,Credit card,yes
CUST107484,Male,1.0,65.0,Yes,DSL,One year,68.35,3618.88,Credit card,Yes
CUST105950,FEMALE,,28.0,Yes,DSL,One year,78.37,2141.31,Mailed check,No
CUST104400,Male,,58.0,yes,DSL,One year,49.54,3388.23,Bank transfer,Yes
CUST107325,,1.0,72.0,,dsl,One year,56.62,4097.52,Bank transfer,No
CUST105388,,0.0,34.0,yes,No,month-to-month,87.15,2651.23,,Yes
CUST104166,male,,5.0,Yes,dsl,month-to-month,114.72,671.95,Bank transfer,Yes
CUST104951,,,37.0,No,Fiber optic,Two year,66.13,2360.26,Mailed check,Yes
CUST102687,,1.0,54.0,Yes,Fiber optic,Two year,95.86,4941.9,Mailed check,No
CUST104390,Male,,38.0,Yes,No,month-to-month,36.08,1331.55,Electronic check,Yes
CUST106101,FEMALE,0.0,17.0,No,dsl,Two year,112.44,1683.19,Electronic check,no
CUST108474,FEMALE,0.0,62.0,yes,No,month-to-month,39.91,2437.08,Credit card,no
CUST104927,,1.0,63.0,,dsl,One year,68.45,4828.2,Mailed check,Yes
CUST108803,Female,1.0,14.0,Yes,dsl,Month-to-month,116.07,1319.86,Credit card,no
CUST105552,Male,1.0,59.0,Yes,DSL,Two year,27.35,1675.32,Electronic check,no
CUST102607,male,1.0,29.0,yes,No,Two year,108.87,3721.76,Mailed check,No
CUST107762,,,7.0,No,No,One year,63.21,523.77,Mailed check,NO
CUST100238,FEMALE,0.0,2.0,Yes,dsl,month-to-month,104.85,185.69,Bank transfer,NO
CUST104015,Male,0.0,14.0,Yes,dsl,One year,29.06,357.28,Bank transfer,Yes
CUST109449,FEMALE,,41.0,Yes,dsl,Month-to-month,22.15,788.06,,Yes
CUST102977,male,,58.0,No,DSL,Two year,37.99,2549.22,Electronic check,Yes
CUST107942,Male,0.0,30.0,No,,month-to-month,41.38,1316.02,Electronic check,Yes
CUST107362,Male,,40.0,No,No,month-to-month,47.72,2029.69,,Yes
CUST107926,,,26.0,yes,Fiber optic,Two year,28.57,652.65,Bank transfer,no
CUST105473,Male,0.0,2.0,yes,DSL,month-to-month,70.06,142.77,Credit card,yes
CUST100945,FEMALE,0.0,3.0,No,DSL,Two year,48.58,168.03,,Yes
CUST106682,male,,34.0,Yes,,Two year,43.45,1334.17,,No
CUST107990,FEMALE,0.0,40.0,,No,Month-to-month,69.65,2625.24,Credit card,no
CUST105097,male,,60.0,,DSL,Month-to-month,106.29,5517.53,Electronic check,Yes
CUST107082,FEMALE,0.0,59.0,No,DSL,Month-to-month,46.69,2320.82,,No
CUST106050,,,26.0,yes,DSL,Two year,31.1,914.94,,Yes
CUST103552,Female,0.0,24.0,yes,Fiber optic,One year,31.59,754.47,Mailed check,no
CUST108020,male,1.0,48.0,,DSL,month-to-month,36.8,1678.48,Mailed check,Yes
CUST103360,Female,,4.0,No,No,month-to-month,50.27,164.57,Bank transfer,NO
CUST107784,male,1.0,6.0,,No,month-to-month,84.74,437.57,,No
CUST105628,Female,1.0,5.0,,DSL,month-to-month,53.75,220.95,Bank transfer,Yes
CUST102410,FEMALE,,18.0,yes,dsl,Two year,109.77,2125.79,Credit card,Yes
CUST104507,,1.0,24.0,No,Fiber optic,month-to-month,56.41,1099.22,Mailed check,no
CUST108626,,1.0,10.0,No,No,month-to-month,22.1,208.05,,NO
CUST103982,,1.0,58.0,,,month-to-month,102.19,5986.82,,no
CUST100146,,,12.0,No,No,Month-to-month,83.02,1120.5,Credit card,Yes
CUST106919,Male,,21.0,,No,Two year,96.89,2289.15,Electronic check,No
CUST102294,Female,1.0,55.0,No,No,One year,57.98,3604.84,Mailed check,no
CUST102253,FEMALE,1.0,51.0,yes,No,Month-to-month,50.52,2901.25,Bank transfer,No
CUST103611,,,25.0,,dsl,One year,104.74,2223.92,Credit card,Yes
CUST105353,Male,0.0,67.0,yes,Fiber optic,Month-to-month,74.82,4079.22,Mailed check,no
CUST101736,male,0.0,55.0,yes,dsl,month-to-month,100.46,5474.36,Bank transfer,Yes
CUST107746,Male,,25.0,,dsl,One year,21.31,510.85,Electronic check,no
CUST107968,male,0.0,53.0,No,Fiber optic,month-to-month,94.96,4315.7,Electronic check,Yes
CUST100114,Male,0.0,15.0,,Fiber optic,One year,29.34,414.29,Electronic check,no
CUST109038,FEMALE,,71.0,yes,DSL,Month-to-month,65.79,4929.37,Credit card,no
CUST106364,FEMALE,0.0,21.0,yes,dsl,One year,30.02,743.3,Electronic check,No
CUST109666,FEMALE,0.0,10.0,Yes,No,month-to-month,27.08,315.74,Mailed check,Yes
CUST100498,,,6.0,No,Fiber optic,Two year,31.46,186.79,Mailed check,yes
CUST107803,Male,0.0,30.0,No,DSL,month-to-month,38.71,1031.16,Bank transfer,Yes
CUST100720,male,0.0,35.0,No,DSL,month-to-month,76.61,2474.88,,no
CUST107472,,1.0,69.0,No,dsl,One year,74.08,4678.41,,Yes
CUST109021,Female,0.0,34.0,yes,Fiber optic,Two year,60.55,2077.0,Electronic check,No
CUST105965,Female,0.0,1.0,yes,DSL,Two year,34.05,27.35,Credit card,Yes
CUST106385,male,,36.0,Yes,,Two year,54.26,1836.45,Electronic check,No
CUST103089,FEMALE,0.0,48.0,yes,DSL,Month-to-month,85.66,4325.7,Bank transfer,Yes
CUST107515,male,,33.0,No,,Two year,70.8,1943.32,Mailed check,no
CUST107597,,0.0,41.0,yes,dsl,One year,59.75,2698.2,,no
CUST106778,,0.0,72.0,Yes,dsl,Month-to-month,42.07,3083.02,Mailed check,no
CUST100596,FEMALE,1.0,66.0,,DSL,Two year,21.38,1184.71,Credit card,no
CUST108965,Female,0.0,16.0,No,Fiber optic,Month-to-month,63.3,1132.96,Mailed check,no
CUST106347,male,0.0,38.0,yes,No,month-to-month,111.68,4138.26,Credit card,No
CUST109132,FEMALE,,41.0,yes,DSL,Two year,,,,No
CUST105164,Female,1.0,26.0,yes,DSL,Month-to-month,48.22,1141.28,Electronic check,no
CUST101647,Female,1.0,38.0,No,DSL,month-to-month,33.94,1484.57,Credit card,Yes
CUST106386,Male,0.0,26.0,,dsl,One year,38.31,886.25,,No
CUST107200,Female,1.0,36.0,,dsl,month-to-month,41.88,1280.25,Mailed check,no
CUST102700,Female,0.0,45.0,yes,DSL,month-to-month,100.65,5294.13,Mailed check,no
CUST107720,,1.0,52.0,No,dsl,Month-to-month,63.78,3774.18,,No
CUST101700,FEMALE,,33.0,,Fiber optic,Two year,31.43,927.33,Electronic check,Yes
CUST109123,Male,0.0,16.0,No,DSL,One year,35.7,576.05,Bank transfer,no
CUST105404,male,0.0,23.0,,Fiber optic,month-to-month,81.78,1846.93,,No
CUST107508,,,53.0,Yes,dsl,month-to-month,44.92,2332.25,Credit card,Yes
CUST106176,male,0.0,26.0,yes,No,One year,85.73,2383.92,Bank transfer,No
CUST102942,male,1.0,16.0,No,dsl,One year,82.68,1225.83,Bank transfer,No
CUST107482,male,,5.0,Yes,,month-to-month,71.14,426.17,Bank transfer,NO
CUST100086,male,,2.0,yes,No,Month-to-month,47.86,103.29,Bank transfer,Yes
CUST102308,,1.0,58.0,,DSL,Month-to-month,64.83,3769.16,,Yes
CUST102677,FEMALE,0.0,38.0,,No,One year,65.31,2033.01,Bank transfer,no
CUST108379,FEMALE,1.0,33.0,yes,,Month-to-month,101.18,3391.94,Electronic check,Yes
CUST109053,,1.0,43.0,No,No,month-to-month,99.61,4466.06,,No
CUST102594,male,1.0,72.0,No,dsl,One year,41.94,3300.14,Credit card,no
CUST106127,Female,0.0,33.0,No,DSL,month-to-month,59.93,1982.9,Mailed check,Yes
CUST101029,Male,0.0,68.0,Yes,,Two year,112.86,6180.13,Mailed check,Yes
CUST100136,Female,0.0,28.0,,Fiber optic,One year,39.57,1182.31,Mailed check,Yes
CUST107109,,1.0,53.0,Yes,dsl,month-to-month,62.34,3588.66,,No
CUST105910,Male,1.0,70.0,Yes,dsl,month-to-month,,,Credit card,No
CUST102854,,0.0,21.0,yes,Fiber optic,Two year,58.06,1277.51,Credit card,Yes
CUST104409,Female,0.0,35.0,yes,Fiber optic,One year,92.79,2968.95,Electronic check,no
CUST101200,Male,0.0,11.0,Yes,No,Month-to-month,93.4,1198.23,Electronic check,yes
CUST104717,,0.0,40.0,Yes,DSL,Two year,79.8,3734.44,Bank transfer,no
CUST109709,Female,,4.0,No,Fiber optic,month-to-month,98.59,322.6,Bank transfer,yes
CUST106864,male,0.0,49.0,No,dsl,Month-to-month,68.82,3393.3,,Yes
CUST100566,male,0.0,12.0,No,Fiber optic,Month-to-month,113.2,1462.79,Electronic check,no
CUST100033,Female,,18.0,No,No,Month-to-month,82.32,1669.24,Bank transfer,Yes
CUST105430,Female,0.0,30.0,No,dsl,month-to-month,23.49,730.96,Mailed check,Yes
CUST103927,Male,1.0,41.0,Yes,dsl,One year,41.23,1552.29,Credit card,No
CUST106307,FEMALE,1.0,55.0,,No,Month-to-month,86.11,4503.93,Mailed check,no
CUST104081,FEMALE,1.0,18.0,Yes,,month-to-month,33.41,624.98,Credit card,Yes
CUST109875,male,0.0,61.0,Yes,Fiber optic,One year,66.45,4346.0,Credit card,No
CUST106842,Male,1.0,47.0,,DSL,Two year,32.98,1264.63,Mailed check,Yes
CUST108087,Male,1.0,3.0,yes,,month-to-month,89.89,219.65,Credit card,Yes
CUST106805,male,,28.0,,Fiber optic,One year,71.39,1945.71,Mailed check,No
CUST109092,FEMALE,,50.0,yes,dsl,Two year,45.27,2192.98,Bank transfer,Yes
CUST108438,Female,,72.0,Yes,dsl,Month-to-month,53.93,3543.39,Bank transfer,Yes
CUST102330,male,0.0,9.0,yes,No,month-to-month,92.92,950.52,,yes
CUST103515,FEMALE,1.0,51.0,Yes,DSL,One year,45.64,2647.65,,no
CUST102187,,0.0,22.0,yes,dsl,One year,72.01,1414.61,Bank transfer,no
CUST100195,,,67.0,,,month-to-month,52.08,3744.93,Electronic check,No
CUST107634,,0.0,67.0,No,No,One year,61.6,4379.45,Bank transfer,No
CUST105900,FEMALE,0.0,17.0,Yes,DSL,One year,54.14,861.47,,No
CUST105059,,1.0,30.0,Yes,Fiber optic,One year,24.21,798.92,Electronic check,Yes
CUST100802,male,1.0,22.0,,DSL,Two year,71.87,1313.15,,No
CUST105715,FEMALE,,14.0,yes,Fiber optic,One year,86.59,1437.75,,Yes
CUST106623,Male,,55.0,yes,Fiber optic,month-to-month,99.75,5108.53,Electronic check,No
CUST100241,Female,,7.0,Yes,DSL,One year,107.05,756.46,Mailed check,NO
CUST102068,Female,0.0,71.0,Yes,dsl,Month-to-month,98.51,7724.54,Bank transfer,Yes
CUST107552,Female,0.0,30.0,yes,DSL,Two year,92.32,2381.53,Mailed check,Yes
CUST108919,Male,0.0,66.0,,DSL,One year,61.47,4842.23,Bank transfer,no
CUST100644,Male,,28.0,yes,dsl,Month-to-month,56.47,1845.65,Credit card,No
CUST109803,,,70.0,,dsl,Month-to-month,119.95,7218.0,Mailed check,No
CUST105103,Female,,1.0,Yes,DSL,Two year,63.88,76.41,Bank transfer,NO
CUST105460,Male,,69.0,yes,dsl,One year,70.96,4791.09,,no
CUST101637,,0.0,53.0,,No,Month-to-month,53.15,2635.11,Mailed check,No
CUST100120,Male,0.0,12.0,yes,Fiber optic,Two year,,,Credit card,No
CUST102981,male,0.0,12.0,Yes,DSL,month-to-month,119.58,1219.08,Credit card,no
CUST105069,,,2.0,Yes,dsl,One year,114.13,244.9,Mailed check,yes
CUST103074,Male,,34.0,yes,,Month-to-month,46.09,1530.94,Mailed check,Yes
CUST109107,male,,21.0,,dsl,Two year,109.47,2247.45,,no
CUST103278,Female,1.0,22.0,Yes,Fiber optic,One year,66.18,1487.42,Credit card,no
CUST102135,FEMALE,0.0,68.0,yes,Fiber optic,Month-to-month,108.28,7991.16,Bank transfer,No
CUST106608,Male,,1.0,Yes,Fiber optic,month-to-month,65.23,75.53,,Yes
CUST104970,FEMALE,0.0,5.0,yes,No,Month-to-month,104.43,468.0,,yes
CUST106455,FEMALE,0.0,60.0,No,,One year,84.8,5075.96,Credit card,Yes
CUST100134,male,0.0,51.0,yes,,month-to-month,48.93,2707.3,Bank transfer,Yes
CUST108043,male,0.0,24.0,Yes,dsl,month-to-month,95.86,2237.7,Electronic check,Yes
CUST105324,male,1.0,4.0,yes,,Month-to-month,54.06,200.26,Electronic check,Yes
CUST109834,male,,45.0,yes,dsl,Two year,,,Credit card,no
CUST106946,Female,1.0,23.0,Yes,,month-to-month,49.81,1202.96,Bank transfer,no
CUST102559,FEMALE,0.0,70.0,Yes,DSL,One year,87.95,5868.42,Bank transfer,Yes
CUST100062,FEMALE,,47.0,No,Fiber optic,month-to-month,112.11,5342.47,Electronic check,no
CUST101358,Male,,33.0,No,,Month-to-month,79.72,2927.81,Credit card,Yes
CUST106817,Female,0.0,28.0,yes,dsl,month-to-month,42.72,1432.85,,no
CUST106699,Male,1.0,38.0,yes,No,Month-to-month,95.95,3350.75,Bank transfer,no
CUST109402,Female,0.0,28.0,yes,DSL,Two year,,,Electronic check,No
CUST102467,Male,1.0,22.0,No,Fiber optic,Month-to-month,37.43,856.76,,Yes
CUST100679,male,1.0,2.0,Yes,dsl,Two year,109.8,196.61,Bank transfer,Yes
CUST107072,FEMALE,0.0,41.0,Yes,dsl,Two year,84.28,4105.7,Electronic check,No
CUST100741,,1.0,63.0,,DSL,One year,55.11,3148.25,Credit card,no
CUST105307,Male,1.0,28.0,yes,No,month-to-month,69.3,1573.56,Mailed check,no
CUST107018,,0.0,59.0,Yes,DSL,Month-to-month,53.87,3165.18,Credit card,No
CUST103641,FEMALE,,59.0,,,month-to-month,119.7,7008.02,Credit card,Yes
CUST100444,FEMALE,,14.0,yes,DSL,Two year,116.91,1426.94,Mailed check,no
CUST108327,FEMALE,0.0,51.0,yes,,month-to-month,25.94,1164.05,,no
CUST103258,male,0.0,59.0,yes,dsl,Month-to-month,97.64,5511.89,Mailed check,no
CUST104663,,,67.0,,,One year,102.63,6637.44,Mailed check,no
CUST101873,FEMALE,1.0,12.0,No,dsl,One year,46.65,504.28,Electronic check,Yes
CUST106632,Male,,9.0,,No,One year,68.85,741.04,Electronic check,yes
CUST102596,FEMALE,1.0,1.0,yes,DSL,month-to-month,37.05,39.83,Electronic check,yes
CUST101717,male,0.0,20.0,Yes,DSL,month-to-month,101.72,1843.35,Electronic check,Yes
CUST102912,,1.0,61.0,No,No,Two year,77.9,4079.24,Electronic check,Yes
CUST102843,,0.0,56.0,No,DSL,Two year,28.11,1321.46,Credit card,Yes
CUST104027,male,0.0,25.0,yes,,Two year,62.14,1739.15,Electronic check,no
CUST105488,Male,1.0,11.0,yes,No,Two year,45.21,559.43,Credit card,No
CUST108807,FEMALE,1.0,66.0,,,Two year,117.09,8304.1,Bank transfer,Yes
CUST104485,,1.0,19.0,No,,Month-to-month,46.26,861.53,Electronic check,no
CUST102556,Female,1.0,54.0,Yes,DSL,Two year,53.2,3120.39,,no
CUST100489,Female,,16.0,,DSL,Two year,24.4,350.97,,Yes
CUST100493,male,,71.0,,,Two year,71.82,4997.58,,Yes
CUST100690,male,1.0,37.0,No,DSL,Month-to-month,70.81,2352.79,Mailed check,Yes
CUST103821,FEMALE,0.0,36.0,No,,Month-to-month,118.4,4622.91,Credit card,No
CUST100602,Female,0.0,62.0,,,One year,,,Mailed check,No
CUST101911,Female,,62.0,yes,No,One year,106.38,7493.19,Credit card,Yes
CUST101014,FEMALE,0.0,7.0,,No,month-to-month,94.53,603.65,Credit card,yes
CUST106412,FEMALE,,42.0,No,dsl,month-to-month,26.04,985.54,Electronic check,No
CUST101993,,0.0,1.0,Yes,Fiber optic,Month-to-month,113.7,105.17,Credit card,Yes
CUST106199,Male,1.0,7.0,No,No,month-to-month,52.76,435.07,,yes
CUST103757,Male,1.0,60.0,,Fiber optic,month-to-month,114.21,6391.01,Electronic check,No
CUST102366,,1.0,37.0,yes,No,month-to-month,101.82,3926.22,Credit card,Yes
CUST105283,male,1.0,11.0,,DSL,Month-to-month,84.31,1106.76,Credit card,NO
CUST104370,,0.0,39.0,Yes,dsl,Month-to-month,49.39,1904.59,Credit card,No
CUST107162,,1.0,28.0,yes,No,Month-to-month,71.28,2053.15,,no
CUST107292,Female,0.0,41.0,No,No,Two year,66.89,2920.42,Mailed check,no
CUST101361,FEMALE,0.0,28.0,,No,month-to-month,71.35,1610.12,Mailed check,no
CUST109577,FEMALE,0.0,57.0,No,dsl,Two year,,,Bank transfer,No
CUST101526,,,5.0,,Fiber optic,One year,32.98,154.4,Electronic check,NO
CUST101327,Female,,19.0,No,DSL,One year,70.78,1085.58,Credit card,No
CUST106334,Female,0.0,2.0,Yes,dsl,Two year,100.74,163.52,Credit card,NO
CUST107485,male,,47.0,,DSL,month-to-month,81.17,3131.99,Mailed check,no
CUST101551,male,0.0,62.0,Yes,No,One year,80.58,4075.31,,Yes
CUST103999,,1.0,22.0,Yes,Fiber optic,Month-to-month,65.73,1625.68,,Yes
CUST109881,Male,0.0,25.0,yes,,One year,102.54,2624.61,,Yes
CUST101337,male,0.0,29.0,No,,month-to-month,78.15,1943.61,Electronic check,Yes
CUST103901,,1.0,34.0,Yes,dsl,month-to-month,57.8,2170.1,Bank transfer,no
CUST103010,FEMALE,1.0,10.0,,DSL,month-to-month,96.73,1023.61,Electronic check,No
CUST105041,Female,0.0,5.0,yes,No,Month-to-month,36.55,159.42,Electronic check,NO
CUST109002,FEMALE,0.0,22.0,No,DSL,One year,61.22,1610.53,Credit card,No
CUST102250,Female,1.0,25.0,Yes,dsl,Month-to-month,97.38,2047.9,Mailed check,No
CUST106803,Female,0.0,2.0,yes,,One year,64.41,114.93,Credit card,yes
CUST105039,,1.0,52.0,Yes,,One year,114.25,5757.1,Electronic check,no
CUST102346,Male,0.0,23.0,No,DSL,month-to-month,51.14,1327.18,,Yes
CUST109469,,1.0,44.0,,dsl,Two year,69.41,2966.12,Credit card,No
CUST105485,male,,66.0,No,No,month-to-month,27.39,1806.44,Bank transfer,no
CUST102784,Male,1.0,,No,No,Month-to-month,68.78,,Mailed check,Yes
CUST105694,,0.0,52.0,No,,month-to-month,58.88,2839.11,Bank transfer,Yes
CUST105119,male,,5.0,,,One year,119.36,621.76,Mailed check,No
CUST107851,FEMALE,,20.0,No,,Month-to-month,63.4,1017.43,Electronic check,no
CUST105555,,1.0,24.0,yes,Fiber optic,Month-to-month,58.35,1635.39,Mailed check,No
CUST105599,FEMALE,0.0,31.0,,DSL,One year,90.1,3318.44,Bank transfer,Yes
CUST106951,Male,0.0,,yes,No,Two year,107.46,,Mailed check,Yes
CUST100150,Female,1.0,70.0,Yes,dsl,Month-to-month,23.98,1567.65,Bank transfer,no
CUST102804,FEMALE,1.0,28.0,Yes,DSL,Month-to-month,28.59,883.81,,No
CUST108569,Male,0.0,63.0,yes,DSL,month-to-month,42.34,3012.46,,no
CUST102086,FEMALE,0.0,49.0,,No,Month-to-month,28.62,1493.83,,no
CUST103751,Male,,45.0,Yes,dsl,month-to-month,74.22,3587.6,Mailed check,Yes
CUST105612,FEMALE,1.0,44.0,yes,dsl,month-to-month,91.52,3899.46,Bank transfer,Yes
CUST102259,,,48.0,Yes,Fiber optic,month-to-month,28.67,1591.51,Electronic check,No
CUST104017,male,1.0,22.0,No,Fiber optic,Month-to-month,105.0,2259.82,Bank transfer,no
CUST106365,Male,,31.0,,dsl,month-to-month,99.76,3383.52,Bank transfer,Yes
CUST106310,,0.0,50.0,Yes,,month-to-month,69.55,3474.03,Credit card,no
CUST102424,FEMALE,0.0,6.0,yes,No,Two year,77.55,431.65,,NO
CUST104138,,1.0,47.0,Yes,,month-to-month,30.3,1258.05,Credit card,No
CUST103856,Female,0.0,17.0,Yes,DSL,Two year,67.74,1333.55,Mailed check,no
CUST100859,male,0.0,41.0,yes,,month-to-month,35.34,1321.81,Mailed check,No
CUST105367,FEMALE,1.0,4.0,Yes,dsl,One year,95.38,449.05,Bank transfer,Yes
CUST107894,,1.0,10.0,Yes,No,One year,83.08,846.15,Bank transfer,yes
CUST108382,,0.0,53.0,,Fiber optic,Two year,28.83,1644.09,Credit card,No
CUST107611,Male,,47.0,Yes,No,One year,70.83,2678.29,,No
CUST108735,,1.0,55.0,yes,DSL,month-to-month,31.73,1939.5,Bank transfer,no
CUST104739,male,,35.0,,,One year,110.71,4222.9,Bank transfer,No
CUST109190,FEMALE,0.0,34.0,No,Fiber optic,month-to-month,67.67,2025.89,Mailed check,no
CUST104462,,0.0,13.0,Yes,dsl,month-to-month,29.85,324.54,Mailed check,Yes
CUST105528,FEMALE,0.0,2.0,,DSL,One year,104.39,167.95,Electronic check,Yes
CUST101364,,,31.0,Yes,No,month-to-month,86.67,3006.85,Electronic check,Yes
CUST101779,male,,35.0,,Fiber optic,Month-to-month,109.54,3234.15,,Yes
CUST106112,,1.0,70.0,,No,Two year,118.97,9137.25,,no
CUST104785,FEMALE,1.0,37.0,No,DSL,month-to-month,118.94,4819.79,Credit card,No
CUST106597,FEMALE,0.0,1.0,Yes,,One year,75.26,69.53,Electronic check,yes
CUST101818,Male,0.0,34.0,yes,,Month-to-month,26.6,768.01,Mailed check,No
CUST108113,male,,16.0,No,DSL,month-to-month,71.68,1217.05,Bank transfer,No
CUST104937,FEMALE,,51.0,Yes,DSL,month-to-month,69.03,3828.17,Bank transfer,no
CUST102704,,,72.0,Yes,DSL,month-to-month,21.89,1529.67,Credit card,No
CUST105285,male,,1.0,yes,dsl,month-to-month,91.18,85.92,Bank transfer,NO
CUST100175,male,1.0,0.0,No,,One year,81.53,85.51,,Yes
CUST109412,,,13.0,yes,,One year,45.78,519.58,Mailed check,Yes
CUST102093,Female,,29.0,No,,Month-to-month,40.43,1340.45,Credit card,Yes
CUST109262,Male,0.0,48.0,yes,Fiber optic,month-to-month,104.99,4600.59,Mailed check,Yes
CUST103491,Male,,17.0,Yes,DSL,month-to-month,61.67,950.89,Electronic check,No
CUST101920,male,0.0,28.0,Yes,No,Month-to-month,101.25,2470.0,Credit card,Yes
CUST100082,male,1.0,65.0,yes,Fiber optic,Month-to-month,58.64,3189.5,Credit card,no
CUST100816,,,64.0,Yes,dsl,month-to-month,117.67,8100.01,Bank transfer,Yes
CUST108774,male,1.0,36.0,yes,,One year,78.18,2306.32,,no
CUST107647,FEMALE,1.0,30.0,yes,,month-to-month,112.56,3166.59,Credit card,No
CUST104396,,0.0,2.0,No,Fiber optic,month-to-month,56.92,121.01,Bank transfer,NO
CUST107042,Male,0.0,57.0,No,No,Two year,90.4,5228.0,Electronic check,Yes
CUST105568,Female,1.0,71.0,No,Fiber optic,Month-to-month,87.76,6775.63,Credit card,Yes
CUST100283,FEMALE,1.0,0.0,yes,dsl,Two year,89.38,106.39,Credit card,NO
CUST104120,Female,,26.0,yes,Fiber optic,month-to-month,39.69,1053.27,Electronic check,Yes
CUST109119,Male,0.0,35.0,,No,One year,112.45,4542.9,Credit card,No
CUST100609,FEMALE,0.0,14.0,,DSL,Month-to-month,37.45,563.09,Mailed check,No
CUST102915,male,1.0,6.0,Yes,No,month-to-month,52.64,368.23,Electronic check,yes
CUST101813,male,1.0,18.0,No,dsl,Two year,110.35,1722.29,,no
CUST101271,,,38.0,,DSL,Two year,118.35,4197.85,Electronic check,no
CUST109387,FEMALE,,17.0,Yes,dsl,month-to-month,114.82,1848.71,Bank transfer,No
CUST103032,Male,1.0,65.0,,Fiber optic,Month-to-month,22.22,1484.16,Electronic check,no
CUST102994,,0.0,5.0,yes,dsl,Month-to-month,36.24,195.15,Electronic check,No
CUST108160,Male,1.0,19.0,Yes,No,Month-to-month,119.53,2039.3,Credit card,Yes
CUST106976,,1.0,33.0,Yes,Fiber optic,Two year,119.22,4063.21,Mailed check,no
CUST107649,male,,18.0,No,dsl,month-to-month,93.2,1860.75,Mailed check,No
CUST102642,,,20.0,No,No,Two year,102.2,2446.34,Credit card,no
CUST107632,FEMALE,0.0,5.0,,dsl,month-to-month,98.6,516.33,Electronic check,yes
CUST104508,Female,0.0,56.0,,Fiber optic,month-to-month,28.65,1739.93,,no
CUST102305,Male,,51.0,No,dsl,Month-to-month,117.52,6077.0,Bank transfer,No
CUST106772,Female,1.0,47.0,,No,Month-to-month,101.16,4620.82,Mailed check,Yes
CUST106521,Female,0.0,69.0,Yes,DSL,month-to-month,112.51,6575.04,Mailed check,Yes
CUST104195,FEMALE,0.0,9.0,,dsl,One year,29.41,243.21,Electronic check,No
CUST105562,male,1.0,2.0,No,DSL,Month-to-month,102.24,178.83,Credit card,No
CUST104840,Male,1.0,3.0,,Fiber optic,Two year,85.57,287.86,Mailed check,No
CUST104655,male,1.0,60.0,Yes,Fiber optic,Month-to-month,75.25,5251.33,,no
CUST108332,FEMALE,1.0,11.0,No,Fiber optic,One year,47.88,427.33,Bank transfer,No
CUST104168,Female,1.0,22.0,yes,DSL,month-to-month,110.49,2570.24,,no
CUST103849,Female,,17.0,No,,month-to-month,96.72,1762.34,Credit card,Yes
CUST100039,male,1.0,39.0,,Fiber optic,Two year,70.08,2683.58,Bank transfer,No
CUST108565,Male,0.0,17.0,yes,No,Month-to-month,40.66,664.26,Credit card,Yes
CUST105253,,1.0,23.0,No,,One year,33.45,641.47,Credit card,no
CUST109764,male,0.0,17.0,Yes,Fiber optic,Month-to-month,113.85,2023.29,Bank transfer,no
CUST105533,,1.0,19.0,No,Fiber optic,Month-to-month,110.6,1704.87,Mailed check,Yes
CUST102414,Male,0.0,0.0,,dsl,One year,67.52,64.06,Bank transfer,NO
CUST103554,male,,65.0,yes,No,Month-to-month,110.26,8386.81,Credit card,No
CUST104691,,,25.0,yes,No,Two year,52.23,1150.79,Mailed check,Yes
CUST104498,Male,0.0,26.0,Yes,,Month-to-month,96.42,2216.17,Credit card,No
CUST102195,Female,0.0,18.0,Yes,DSL,One year,52.61,1015.48,Credit card,No
CUST105045,Female,1.0,33.0,,DSL,One year,96.51,3392.11,Electronic check,no
CUST102600,,,41.0,yes,DSL,Two year,61.39,2631.34,,Yes
CUST101518,Female,0.0,34.0,,No,Two year,95.66,3640.48,Mailed check,no
CUST104764,FEMALE,0.0,14.0,No,Fiber optic,month-to-month,81.67,1364.96,Credit card,No
CUST104314,,1.0,23.0,Yes,dsl,One year,75.11,2070.46,Credit card,no
CUST103366,,,50.0,No,No,month-to-month,62.32,2946.72,,no
CUST107303,Female,1.0,20.0,Yes,dsl,month-to-month,83.06,1350.63,Electronic check,Yes
CUST107608,male,,38.0,yes,dsl,month-to-month,46.34,1437.17,,Yes
